question_number,chapter_number,question,choice_a,choice_b,choice_c,choice_d,answer
245,32,あぶないですから、道路で（ ）ください。,読んで,遊んで,入って,遊ばないで,D
246,32,先生がいます。ここで大きい声で（ ）ください。,話して,話さないで,食べないで,立たないで,B
247,33,字が見えません。もっと（ ）書いてください。,大きく,小さく,はやく,ゆっくり,A
248,33,図書館では（ ）歩きます。,しずかに,大きく,はやく,おおきく,D
249,33,テストです。ゆっくりではなく（ ）書いてください。,はやく,おそく,しずかに,大きく,A
250,33,赤ちゃんがねています。どうやって歩きますか。,しずかに歩きます,はやく歩きます,大きく歩きます,ゆっくり話します,A
251,33,ノートに名前を（ ）書きます。,大きく,しずかに,ゆっくり,はやく,A
253,34,日曜日はよく何をしますか。,本を読んだりテレビを見たりします,本を読みます,テレビを見ます,べんきょうします,A
254,34,休みの日はどんなことをしますか。,ねたりねこを見たりします,ねたりベンチにすわります,およいだりねこを見ます,ねたり買い物したりします,D
255,34,学校で何をしますか。,べんきょうします,先生と話します,べんきょうしたり友だちと話したりします,話したり歩きます,C
256,34,日本でどんなことをしたいですか。,日本語をならったりりょこうしたりしたいです,日本語をならいます,りょこうします,うちでねます,A
257,34,週末は何をしますか。,仕事をします,映画を見ます,映画を見たりレストランに行ったりします,料理します,C
259,35,この本はやさしいですが（ ）。,よみませんでした,たかいです,かわいくないです,おもしろくないです,B
260,35,雨がふっていますが（ ）。,さんぽに行きます,ねます,みずをのみます,すわります,B
261,35,にほんごはむずかしいですが（ ）。,たのしいです,にがいです,きらいです,おおきいです,A
262,35,今日はひまですが（ ）。,よみません,食べません,会社へ行きます,行きません,C
263,35,このりんごは小さいですが（ ）。,あまいです,あそびます,やすみます,すわります,A
264,36,ごはんを食べたあとで（ ）。,寝ます,学校へ行きます,おふろに入ります,起きます,C
265,36,映画を見たあとで何をしますか。,テレビを見ます,友だちと話します,映画を見ます,もう一度映画を見ます,B
266,36,しゅくだいをしたあとで（ ）。,ゲームをします,しゅくだいをします,朝ごはんを食べます,学校を出ます,A
267,36,買い物をしたあとでどこへ行きますか。,家へ帰ります,買い物をします,学校へ行きます,テレビを見ます,A
268,36,おふろに入ったあとで（ ）。,寝ます,おふろに入ります,起きます,本を読みます,A
269,37,A: もう朝ごはんを食べましたか。B: はい、＿＿＿＿。,食べません,食べました,食べています,食べないです,B
270,37,学校へ行く前に何をしますか。,朝ごはんを食べます,学校へ行きます,勉強します,友だちに会います,A
271,37,寝る前にいつも何をしますか。,テレビを見ます,寝ます,学校へ行きます,朝ごはんを食べます,A
272,37,日本に来る前にどこに住んでいましたか。,今帰ります,日本に住んでいました,アメリカに住んでいました,会社へ行きました,C
273,37,勉強する前にコーヒーを（ ）。,飲みます,飲みました,飲みません,飲みたいです,A
274,37,映画を見る前に（ ）。,映画を見ます,チケットを買います,寝ます,図書館へ行きます,B
275,37,A: その本、もう＿＿＿＿か。,よみます,よんでいます,よみました,よまないです,C
277,38,音楽を＿＿＿＿ながら、べんきょうします。,聞きます,聞いて,聞き,聞く,C
278,38,テレビを＿＿＿＿ながら、ごはんを食べました。,見ます,見て,見,見る,C
279,38,あるき＿＿＿＿ながら、友だちと話しました。,ます,ましょう,いて,ながら,D
280,38,母はりょうりを＿＿＿＿ながら、ラジオを聞いていました。,して,します,し,した,C
281,38,私はコーヒーを＿＿＿＿ながら、本を読みます。,飲みます,飲みません,飲みない,飲み,D
282,39,きのうのえいがはとても＿＿＿＿。,おもしろいです,おもしろくないです,おもしろかったです,おもしろくなかったです,C
283,39,先週のテストは＿＿＿＿。,むずかしいです,むずかしかったです,むずかしくないです,むずかしくなかったです,B
284,39,きのうの天気は＿＿＿＿。,いいです,よくないです,よかったです,よくなかったです,C
285,39,＿＿＿＿旅行でです,楽しい,楽しかった,楽しいに,楽しいの,A
286,39,そのレストランのりょうりは＿＿＿＿。,おいしいです,おいしくないです,おいしかったです,おいしくなかったです,C
287,39,＿＿＿＿パーティーでした。,にぎやかな,にぎやかでした,にぎやかではない,にぎやかではありませんでした,A
288,39,＿＿＿＿映画でした。,おもしろい,おもしろかった,おもしろくない,おもしろくなかったです,A
289,39,＿＿＿＿先生でした。,しんせつではない,しんせつでした,しんせつな,しんせつではありませんでした,C
290,42,おなかがすきました＿＿、ごはんがありません。,けど,ので,から,でも,A
291,42,このかばんはきれいです＿＿、ちょっと高いです。,それで,けど,それから,そして,B
292,42,日本語はむずかしいです＿＿、おもしろいです。,なので,けど,から,けれども,B
293,42,きょうはひまです＿＿、でかけません。,けど,そして,それに,かもしれません,A
294,42,このシャツは好きです＿＿、サイズがちいさいです。,けど,それで,から,ので,A
295,43,"A: もう朝ごはんを食べましたか。
B: はい、＿＿＿＿。",食べません,食べました,食べています,食べないです,B
296,43,A: その本、もう＿＿＿＿か。,よみます,よんでいます,よみました,よまないです,C
297,43,"A: 宿題はもうしましたか。
B: はい、＿＿＿＿。",しました,していません,します,していないです,A
298,43,"A: もう日本へ行きましたか。
B: はい、＿＿＿＿。",行きます,行っています,行きました,行かないです,C
299,43,"A: もう先生にメールをおくりましたか。
B: はい、＿＿＿＿。",おくりました,おくりませんでした,おくっています,おくりません,A
300,44,まだごはんを＿＿＿＿。,食べました,食べています,食べていません,食べませんでした,C
301,44,まだレポートを＿＿＿＿。,書きました,書いています,書いていません,書きませんでした,C
302,44,"A: もうその映画を見ましたか。
B: いいえ、まだ＿＿＿＿。",見ていません,見ました,見ています,見ないです,A
303,44,まだ朝ごはんを＿＿＿＿。,食べました,食べています,食べていない,食べましょう,C
304,44,友だちからのメールはまだ＿＿＿＿。,きました,よみました,よんでいます,よんでいません,D
305,44,まだ日本語を＿＿＿＿。,勉強しました,勉強していません,勉強しています,勉強しませんでした,B
